timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1693568619530,181,Create fb-TC_AM_14-Verify feedback creation by passing integer value in content field,401,Unauthorized,Create_feedback 1-1,text,false,Test failed: code expected to match /400/,651,370,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,181,0,132
1693568619719,184,Create fb-TC_AM_15-Verify feedback creation by passing invalid userID value in userId field,401,Unauthorized,Create_feedback 1-1,text,false,Test failed: code expected to match /400/,651,381,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,184,0,130
1693568619908,177,Create fb-TC_AM_16-Verify feedback creation by passing unregister userID value in userId field,401,Unauthorized,Create_feedback 1-1,text,false,Test failed: code expected to match /400/,651,381,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,177,0,131
1693568620090,180,Create fb-TC_AM_17-Verify feedback creation rating field accept only integer (0-5) value ,401,Unauthorized,Create_feedback 1-1,text,false,Test failed: code expected to match /400/,651,383,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,180,0,128
1693568620284,189,Create fb-TC_AM_18-Verify feedback creation null X-TENANTID in request header,401,Unauthorized,Create_feedback 1-1,text,false,Test failed: code expected to match /404/,651,365,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,189,0,139
1693568620477,201,Create fb-TC_AM_19-Verify feedback creation with unregister X-TENANTID ,401,Unauthorized,Create_feedback 1-1,text,false,Test failed: code expected to match /404/,651,375,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,201,0,149
1693568620683,194,Create fb-TC_AM_20-Verify feedback creation when Content-type is invalid in request header,401,Unauthorized,Create_feedback 1-1,text,false,Test failed: code expected to match /415/,651,378,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,194,0,130
1693568620885,182,Create fb-TC_AM_21-Verify feedback creation when accept is invalid request header,401,Unauthorized,Create_feedback 1-1,text,false,Test failed: code expected to match /406/,651,378,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,181,0,126
1693568621096,188,Create fb,401,Unauthorized,Get_fb_by_Id 2-1,text,false,,651,399,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,188,0,130
1693568621285,54,"Get feedback-TC_AM_22-Verify get feedback by ID with all valid input 
",401,Unauthorized,Get_fb_by_Id 2-1,text,false,Test failed: code expected to match /200/,651,212,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks/,53,0,0
1693568621425,188,Create fb,401,Unauthorized,Get_fb_by_Id 2-1,text,false,,651,399,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,188,0,107
1693568621613,71,Get feedback-TC_AM_25-Verify get feedback by ID when X-TANANTID value is missing in request header ,401,Unauthorized,Get_fb_by_Id 2-1,text,false,Test failed: code expected to match /404/,651,196,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks/,71,0,0
1693568621692,166,Create fb,401,Unauthorized,Get_fb_by_Id 2-1,text,false,,651,399,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,166,0,117
1693568621859,62,Get feedback-TC_AM_26-Verify get feedback by ID when X-TANANTID field is not present in request header ,401,Unauthorized,Get_fb_by_Id 2-1,text,false,Test failed: code expected to match /404/,651,206,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks/,62,0,0
1693568621928,182,Create fb,401,Unauthorized,Get_fb_by_Id 2-1,text,false,,651,399,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,182,0,131
1693568622112,51,Get feedback-TC_AM_27-Verify get feedback by ID when accept field is invalid in request header ,401,Unauthorized,Get_fb_by_Id 2-1,text,false,Test failed: code expected to match /406/,651,210,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks/,51,0,0
1693568622202,178,Get_all_fb-TC_AM_28-Verify fetch all feedback with valid input,401,Unauthorized,Get_all_feedback 3-1,text,false,Test failed: code expected to match /200/,651,264,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks?pageNum=1&pageSize=3,178,0,132
1693568622382,47,Get_all_fb-TC_AM_29-Verify get all feedback by passing non-register X-TANANTID ,401,Unauthorized,Get_all_feedback 3-1,text,false,Test failed: code expected to match /404/,651,259,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks?pageNum=1&pageSize=2,47,0,0
1693568622430,51,Get_all_fb-TC_AM_30-Verify fetch all feedback by passing invalid pageNum and pageSize in request param,401,Unauthorized,Get_all_feedback 3-1,text,false,Test failed: code expected to match /400/,651,265,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks?pageNum=-1&pageSize=0,51,0,0
1693568622481,48,Get_all_fb-TC_AM_31-Verify fetch all feedback by missing pageNum and pageSize parameter,401,Unauthorized,Get_all_feedback 3-1,text,false,Test failed: code expected to match /200/,651,262,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks?pageNum=&pageSize=,48,0,0
1693568622531,47,Get_all_fb-TC_AM_32-Verify fetch all feedback when accept is invalid in request header,401,Unauthorized,Get_all_feedback 3-1,text,false,Test failed: code expected to match /406/,651,262,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks?pageNum=1&pageSize=4,46,0,0
1693568622590,204,Create fb,401,Unauthorized,Delete_fb_by_Id 4-1,text,false,,651,399,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,204,0,143
1693568622795,95,Delete feedback-TC_AM_33-Verify delete feedback with valid input ,401,Unauthorized,Delete_fb_by_Id 4-1,text,false,Test failed: code expected to match /200/,652,266,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks/,94,0,0
1693568622953,73,Create fb,401,Unauthorized,Delete_fb_by_Id 4-1,text,false,,651,399,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,73,0,0
1693568623028,59,Delete feedback-TC_AM_36-Verify delete feedback when X-TENANTID value is null in request header,401,Unauthorized,Delete_fb_by_Id 4-1,text,false,Test failed: code expected to match /404/,651,250,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks/,59,0,0
1693568623097,62,Create fb,401,Unauthorized,Delete_fb_by_Id 4-1,text,false,,651,399,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,62,0,0
1693568623160,57,Delete feedback-TC_AM_37-Verify delete feedback when passing un-registered X-TENANTID  value in request header,401,Unauthorized,Delete_fb_by_Id 4-1,text,false,Test failed: code expected to match /404/,651,261,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks/,57,0,0
1693568623223,62,Create fb,401,Unauthorized,Delete_fb_by_Id 4-1,text,false,,651,399,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks,62,0,0
1693568623286,72,Delete feedback-TC_AM_38-Verify delete feedback when content-type is invalid in request headers,401,Unauthorized,Delete_fb_by_Id 4-1,text,false,Test failed: code expected to match /406/,651,264,1,1,https://app-management.impressicocrm.com/am/api/v1/feedbacks/,72,0,0
1693568623405,182,Create_Faqs-TC_AM_132-Verify that API response is Successful if all headers and payload is accurate and as per req. ,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /200/,651,373,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,182,0,127
1693568623650,50,"Create_Faqs-TC_AM_133-Verify that api is not executed successfully , when inavild accept type is present",401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /406/,651,371,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,50,0,0
1693568623704,57,"Create_Faqs-TC_AM_134-Verify that api is not executed successfully , when invalid/wrong
content type header is there OR content header not present",401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /415/,651,371,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,57,0,0
1693568623772,53,Create_Faqs-TC_AM_135-Verify that api response is according to req. after passing unregistered tenant name as header,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /404/,651,367,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,53,0,0
1693568623835,54,Create_Faqs-TC_AM_136-Verify that api response is according to req. With missing tenant header,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /404/,651,357,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,54,0,0
1693568623902,51,Create_Faqs-TC_AM_137-Verify that faq order field does not take any other input than integer,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /400/,651,373,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,51,0,0
1693568623963,53,Create_Faqs-TC_AM_138-Verify that Category field does not accept any other input than mobile / web,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /400/,651,370,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,53,0,0
1693568624026,54,Create_Faqs-TC_AM_139-Verify that API response is negative if question field is set to null,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /400/,651,351,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,54,0,0
1693568624092,58,Create_Faqs-TC_AM_140-Verify that API response is negative if answer field is set to null,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /400/,651,352,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,58,0,0
1693568624161,53,Create_Faqs-TC_AM_141-Verify that API response is negative if faq order field is set to null,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /400/,651,372,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,53,0,0
1693568624218,56,Create_Faqs-TC_AM_142-Verify that API response is negative if category field is set to null,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /400/,651,367,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,56,0,0
1693568624277,54,Create_Faqs-TC_AM_143-Verify that API response is negative if question field is missing,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /400/,651,335,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,54,0,0
1693568624341,64,Create_Faqs-TC_AM_144-Verify that API response is negative if answer field is missing,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /400/,651,338,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,64,0,0
1693568624415,57,Create_Faqs-TC_AM_145-Verify that API response is negative if faq order field is missing,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /400/,651,354,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,56,0,0
1693568624484,55,Create_Faqs-TC_AM_146-Verify that API response is negative if category field is missing,401,Unauthorized,Create_FAQs 5-1,text,false,Test failed: code expected to match /400/,651,350,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,55,0,0
1693568624580,185,Get_all_Faqs-TC_AM_147-Verify that API response is Successful if all headers and payload is accurate and as per requirement,401,Unauthorized,Get_all_faqs 6-1,text,false,Test failed: code expected to match /200/,651,254,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs?category=mobile,185,0,132
1693568624766,54,"Get_all_Faqs-TC_AM_148-Verify that api is not executed successfully , when inavild accept type is present",401,Unauthorized,Get_all_faqs 6-1,text,false,Test failed: code expected to match /406/,651,249,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs?category=web,54,0,0
1693568624821,54,"Get_all_Faqs-TC_AM_149-Verify that api response is according to req. after passing unregistered
tenant name as header",401,Unauthorized,Get_all_faqs 6-1,text,false,Test failed: code expected to match /404/,651,248,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs?category=mobile,54,0,0
1693568624876,61,"Get_all_Faqs-TC_AM_150-Verify that api response is according to req. 
with missing tenant header",401,Unauthorized,Get_all_faqs 6-1,text,false,Test failed: code expected to match /404/,651,235,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs?category=web,61,0,0
1693568624938,52,Get_all_Faqs-TC_AM_151-Verify that API reponse is negative for invalid category param,401,Unauthorized,Get_all_faqs 6-1,text,false,Test failed: code expected to match /404/,651,251,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs?category=ios,52,0,0
1693568624991,65,Get_all_Faqs-TC_AM_152-Verify that API reponse is negative for Missing category param,401,Unauthorized,Get_all_faqs 6-1,text,false,Test failed: code expected to match /404/,651,248,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs?category=,65,0,0
1693568625109,188,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,188,0,132
1693568625298,55,Update_faq_by_ID-TC_AM_153-Verify that FAQ is updated succesfully when faq order data is changed,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /200/,651,384,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,55,0,0
1693568625454,51,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,51,0,0
1693568625505,52,Update_faq_by_ID-TC_AM_154-Verify that FAQ is updated succesfully when question data is changed,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /200/,651,391,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,52,0,0
1693568625560,55,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,55,0,0
1693568625615,57,Update_faq_by_ID-TC_AM_155-Verify that FAQ is updated succesfully when answer data is changed,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /200/,651,413,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,57,0,0
1693568625680,61,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,61,0,0
1693568625743,63,Update_faq_by_ID-TC_AM_156-Verify that FAQ is updated succesfully when category data is changed,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /200/,651,384,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,63,0,0
1693568625817,84,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,84,0,0
1693568625903,63,"Update_faq_by_ID-TC_AM_157-Verify that api is not executed successfully , when inavild accept type is present",401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /406/,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,63,0,0
1693568625976,55,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,55,0,0
1693568626032,55,"Update_faq_by_ID-TC_AM_158-Verify that api is not executed successfully , when invalid/wrong
content type header is there OR content header not present",401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /415/,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,55,0,0
1693568626092,58,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,58,0,0
1693568626151,62,"Update_faq_by_ID-TC_AM_159-Verify that api response is according to req. after passing unregistered
tenant name as header",401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /404/,651,378,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,62,0,0
1693568626218,67,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,67,0,0
1693568626285,59,"Update_faq_by_ID-TC_AM_160-Verify that api response is according to req. 
with missing tenant header",401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /404/,651,368,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,59,0,0
1693568626349,53,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,53,0,0
1693568626403,52,Update_faq_by_ID-TC_AM_161-Verify that faq order field does not take any other input than integer,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,386,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,52,0,0
1693568626459,57,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,57,0,0
1693568626517,61,Update_faq_by_ID-TC_AM_162-Verify that Category field does not accept any other input that mobile / web,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,384,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,60,0,0
1693568626582,57,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,57,0,0
1693568626639,87,Update_faq_by_ID-TC_AM_163-Verify that API response is negative if question field is set to null,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,364,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,87,0,0
1693568626730,58,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,58,0,0
1693568626788,59,Update_faq_by_ID-TC_AM_164-Verify that API response is negative if answer field is set to null,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,363,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,59,0,0
1693568626850,63,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,63,0,0
1693568626913,75,Update_faq_by_ID-TC_AM_165-Verify that API response is negative if faq order field is set to null,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,385,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,75,0,0
1693568626991,61,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,61,0,0
1693568627052,55,Update_faq_by_ID-TC_AM_166-Verify that API response is negative if category field is set to null,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,381,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,55,0,0
1693568627110,53,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,53,0,0
1693568627164,56,Update_faq_by_ID-TC_AM_167-Verify that API response is negative if question field is missing,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,346,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,56,0,0
1693568627223,53,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,53,0,0
1693568627276,60,Update_faq_by_ID-TC_AM_168-Verify that API response is negative if answer field is missing,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,347,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,60,0,0
1693568627340,54,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,54,0,0
1693568627395,70,Update_faq_by_ID-TC_AM_169-Verify that API response is negative if faq order field is missing,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,365,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,70,0,0
1693568627475,57,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,57,0,0
1693568627534,53,Update_faq_by_ID-TC_AM_170-Verify that API response is negative if category field is missing,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,362,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,53,0,0
1693568627597,53,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,53,0,0
1693568627651,55,Update_faq_by_ID-TC_AM_171-Verify that API reponse is negative for invalid category param,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,384,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,55,0,0
1693568627715,58,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,58,0,0
1693568627774,58,Update_faq_by_ID-TC_AM_172-Verify that API reponse is negative for Missing category param,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,362,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,58,0,0
1693568627843,56,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,56,0,0
1693568627899,58,Update_faq_by_ID-TC_AM_173-Verify that API reponse is negative for faq param not in db,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /404/,651,384,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,58,0,0
1693568627962,55,Create_faq,401,Unauthorized,Update_faq_by_Id 7-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,55,0,0
1693568628018,55,Update_faq_by_ID-TC_AM_174-Verify that API reponse is negative for Missing faq path var,401,Unauthorized,Update_faq_by_Id 7-1,text,false,Test failed: code expected to match /400/,651,384,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,55,0,0
1693568628114,188,Create_Faqs,401,Unauthorized,Get_faqs_by_Id 8-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,188,0,128
1693568628302,54,Get_Faq_by_ID- TC_AM_175-Verify that API response is Successful if all headers and payload is accurate and as per req.,401,Unauthorized,Get_faqs_by_Id 8-1,text,false,Test failed: code expected to match /200/,651,249,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,54,0,0
1693568628406,51,Create_Faqs,401,Unauthorized,Get_faqs_by_Id 8-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,51,0,0
1693568628457,52,"Get_Faq_by_ID- TC_AM_176-Verify that api is not executed successfully , when inavild accept type is present",401,Unauthorized,Get_faqs_by_Id 8-1,text,false,Test failed: code expected to match /406/,651,247,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,52,0,0
1693568628517,66,Create_Faqs,401,Unauthorized,Get_faqs_by_Id 8-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,65,0,0
1693568628584,56,"Get_Faq_by_ID- TC_AM_177-Verify that api response is according to req. after passing unregistered
tenant name as header",401,Unauthorized,Get_faqs_by_Id 8-1,text,false,Test failed: code expected to match /404/,651,243,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,56,0,0
1693568628643,51,Create_Faqs,401,Unauthorized,Get_faqs_by_Id 8-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,51,0,0
1693568628695,52,"Get_Faq_by_ID- TC_AM_178-Verify that api response is according to req. 
with missing tenant header",401,Unauthorized,Get_faqs_by_Id 8-1,text,false,Test failed: code expected to match /404/,651,233,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,52,0,0
1693568628755,60,Create_Faqs,401,Unauthorized,Get_faqs_by_Id 8-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,60,0,0
1693568628816,83,Get_Faq_by_ID- TC_AM_179-Verify that API reponse is negative for invalid category param,401,Unauthorized,Get_faqs_by_Id 8-1,text,false,Test failed: code expected to match /404/,651,249,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,83,0,0
1693568628909,56,Create_Faqs,401,Unauthorized,Get_faqs_by_Id 8-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,56,0,0
1693568628966,56,Get_Faq_by_ID- TC_AM_180-Verify that API reponse is negative for Missing category param,401,Unauthorized,Get_faqs_by_Id 8-1,text,false,Test failed: code expected to match /404/,651,249,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,56,0,0
1693568629085,207,Create_faq,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,207,0,148
