timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1688364167579,235,Create fb-TC_AM_A_14-Verify feedback creation by passing integer value in content field,400,Bad Request,Create_feedback 1-1,text,true,JSON payloads match and regular expressions match,337,374,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,235,0,108
1688364167819,266,Create fb-TC_AM_A_15-Verify feedback creation by passing invalid userID value in userId field,400,Bad Request,Create_feedback 1-1,text,true,JSON payloads match and regular expressions match,337,385,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,266,0,104
1688364168090,300,Create fb-TC_AM_A_16-Verify feedback creation by passing unregister userID value in userId field,400,Bad Request,Create_feedback 1-1,text,true,JSON payloads match and regular expressions match,336,385,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,300,0,111
1688364168394,406,Create fb-TC_AM_A_17-Verify feedback creation rating field accept only integer (0-5) value ,400,Bad Request,Create_feedback 1-1,text,true,JSON payloads match and regular expressions match,347,387,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,406,0,201
1688364168805,260,Create fb-TC_AM_A_18-Verify feedback creation null X-TENANTID in request header,404,Not Found,Create_feedback 1-1,text,true,JSON payloads match and regular expressions match,362,369,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,260,0,106
1688364169069,249,Create fb-TC_AM_A_19-Verify feedback creation with unregister X-TENANTID ,404,Not Found,Create_feedback 1-1,text,true,JSON payloads match and regular expressions match,372,379,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,249,0,114
1688364169323,398,Create fb-TC_AM_A_20-Verify feedback creation when Content-type is invalid in request header,415,Unsupported Media Type,Create_feedback 1-1,,true,JSON payloads match and regular expressions match,281,382,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,398,0,194
1688364169726,384,Create fb-TC_AM_A_21-Verify feedback creation when accept is invalid request header,406,Not Acceptable,Create_feedback 1-1,,true,JSON payloads match and regular expressions match,228,382,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,384,0,200
1688364170150,295,Create fb,200,OK,Get_fb_by_Id 2-1,text,true,,539,404,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,295,0,121
1688364170446,197,"Get feedback-TC_AM_A_22-Verify get feedback by ID with all valid input 
",200,OK,Get_fb_by_Id 2-1,text,true,JSON payloads match and regular expressions match,499,220,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1126,196,0,0
1688364170668,180,Delete feedback,200,OK,Get_fb_by_Id 2-1,text,true,,331,306,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1126,180,0,0
1688364170849,408,Create fb,200,OK,Get_fb_by_Id 2-1,text,true,,538,404,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,408,0,203
1688364171257,205,Get feedback-TC_AM_A_23-Verify get feedback by ID with invalid ID ,200,OK,Get_fb_by_Id 2-1,text,false,Test failed: code expected to match /400/,499,220,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1127,205,0,0
1688364171466,201,Delete feedback,200,OK,Get_fb_by_Id 2-1,text,true,,331,306,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1127,201,0,0
1688364171668,314,Create fb,200,OK,Get_fb_by_Id 2-1,text,true,,539,404,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,313,0,142
1688364171982,198,Get feedback-TC_AM_A_24-Verify get feedback by ID with non-register ID ,200,OK,Get_fb_by_Id 2-1,text,false,Test failed: code expected to match /400/,499,220,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1128,198,0,0
1688364172186,171,Delete feedback,200,OK,Get_fb_by_Id 2-1,text,true,,331,306,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1128,171,0,0
1688364172358,509,Create fb,200,OK,Get_fb_by_Id 2-1,text,true,,539,404,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,509,0,341
1688364172868,128,Get feedback-TC_AM_A_25-Verify get feedback by ID when X-TANANTID value is missing in request header ,404,Not Found,Get_fb_by_Id 2-1,text,true,JSON payloads match and regular expressions match,362,204,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1129,128,0,0
1688364173002,344,Create fb,200,OK,Get_fb_by_Id 2-1,text,true,,539,404,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,344,0,131
1688364173346,136,Get feedback-TC_AM_A_26-Verify get feedback by ID when X-TANANTID field is not present in request header ,404,Not Found,Get_fb_by_Id 2-1,text,true,JSON payloads match and regular expressions match,372,214,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1130,136,0,0
1688364173487,613,Create fb,200,OK,Get_fb_by_Id 2-1,text,true,,539,404,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,613,0,433
1688364174100,146,Get feedback-TC_AM_A_27-Verify get feedback by ID when accept field is invalid in request header ,406,Not Acceptable,Get_fb_by_Id 2-1,,true,JSON payloads match and regular expressions match,227,218,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1131,146,0,0
1688364174278,265,Get_all_fb-TC_AM_A_28-Verify fetch all feedback with valid input,200,OK,Get_all_feedback 3-1,text,true,,1096,268,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks?pageNum=1&pageSize=3,265,0,111
1688364174543,146,Get_all_fb-TC_AM_A_29-Verify get all feedback by passing non-register X-TANANTID ,404,Not Found,Get_all_feedback 3-1,text,true,,373,263,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks?pageNum=1&pageSize=2,145,0,0
1688364174689,141,Get_all_fb-TC_AM_A_30-Verify fetch all feedback by passing invalid pageNum and pageSize in request param,400,Bad Request,Get_all_feedback 3-1,text,true,,344,269,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks?pageNum=-1&pageSize=0,141,0,0
1688364174830,217,Get_all_fb-TC_AM_A_31-Verify fetch all feedback by missing pageNum and pageSize parameter,200,OK,Get_all_feedback 3-1,text,true,,1404,266,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks?pageNum=&pageSize=,217,0,0
1688364175047,204,Get_all_fb-TC_AM_A_32-Verify fetch all feedback when accept is invalid in request header,406,Not Acceptable,Get_all_feedback 3-1,,true,,227,266,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks?pageNum=1&pageSize=4,204,0,0
1688364175253,327,Create fb,200,OK,Delete_fb_by_Id 4-1,text,true,,539,404,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,327,0,128
1688364175580,167,Delete feedback-TC_AM_A_33-Verify delete feedback with valid input ,200,OK,Delete_fb_by_Id 4-1,text,true,JSON payloads match and regular expressions match,331,274,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1132,167,0,0
1688364175767,124,Get feedback,404,Not Found,Delete_fb_by_Id 4-1,text,true,,331,220,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1132,124,0,0
1688364175891,181,Create fb,200,OK,Delete_fb_by_Id 4-1,text,true,,539,404,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,181,0,0
1688364176073,201,Delete feedback-TC_AM_A_34-Verify delete feedback with invalid ID ,200,OK,Delete_fb_by_Id 4-1,text,false,Test failed: code expected to match /400/,331,274,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1133,201,0,0
1688364176279,119,Get feedback,404,Not Found,Delete_fb_by_Id 4-1,text,true,,331,220,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1133,119,0,0
1688364176399,170,Create fb,200,OK,Delete_fb_by_Id 4-1,text,true,,539,404,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,170,0,0
1688364176570,218,Delete feedback-TC_AM_A_35-Verify delete feedback with non-register ID ,200,OK,Delete_fb_by_Id 4-1,text,false,Test failed: code expected to match /400/,331,274,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1134,218,0,0
1688364176792,200,Get feedback,404,Not Found,Delete_fb_by_Id 4-1,text,true,,331,220,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1134,200,0,0
1688364176993,203,Create fb,200,OK,Delete_fb_by_Id 4-1,text,true,,539,404,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,203,0,0
1688364177197,135,Delete feedback-TC_AM_A_36-Verify delete feedback when X-TENANTID value is null in request header,404,Not Found,Delete_fb_by_Id 4-1,text,true,JSON payloads match and regular expressions match,362,258,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1135,135,0,0
1688364177338,174,Create fb,200,OK,Delete_fb_by_Id 4-1,text,true,,539,404,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,174,0,0
1688364177513,189,Delete feedback-TC_AM_A_37-Verify delete feedback with already deleted ID ,200,OK,Delete_fb_by_Id 4-1,text,false,Test failed: code expected to match /400/,331,274,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1136,189,0,0
1688364177709,204,Get feedback,404,Not Found,Delete_fb_by_Id 4-1,text,true,,331,220,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1136,204,0,0
1688364177914,178,Create fb,200,OK,Delete_fb_by_Id 4-1,text,true,,539,404,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks,178,0,0
1688364178093,230,Delete feedback-TC_AM_A_38-Verify delete feedback when content-type is invalid in request headers,406,Not Acceptable,Delete_fb_by_Id 4-1,,true,JSON payloads match and regular expressions match,228,272,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/feedbacks/1137,230,0,0
1688364178364,327,Create_Faqs-TC_AM_B_1-Verify that API response is Successful if all headers and payload is accurate and as per req. ,200,OK,Create_FAQs 5-1,text,true,JSON payloads match and regular expressions match,544,377,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,327,0,106
1688364178747,190,Get_Faq,200,OK,Create_FAQs 5-1,text,true,,483,263,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1820?category=mobile,190,0,0
1688364178938,204,Delete Faq,200,OK,Create_FAQs 5-1,text,true,,326,301,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1820?category=mobile,204,0,0
1688364179143,204,"Create_Faqs-TC_AM_B_2-Verify that api is not executed successfully , when inavild accept type is present",406,Not Acceptable,Create_FAQs 5-1,,true,JSON payloads match and regular expressions match,228,375,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,204,0,0
1688364179352,200,"Create_Faqs-TC_AM_B_3-Verify that api is not executed successfully , when invalid/wrong
content type header is there OR content header not present",415,Unsupported Media Type,Create_FAQs 5-1,,true,JSON payloads match and regular expressions match,281,375,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,200,0,0
1688364179557,199,Create_Faqs-TC_AM_B_4-Verify that api response is according to req. after passing unregistered tenant name as header,404,Not Found,Create_FAQs 5-1,text,true,JSON payloads match and regular expressions match,372,371,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,199,0,0
1688364179762,200,Create_Faqs-TC_AM_B_5-Verify that api response is according to req. With missing tenant header,404,Not Found,Create_FAQs 5-1,text,true,JSON payloads match and regular expressions match,362,361,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,200,0,0
1688364179968,198,Create_Faqs-TC_AM_B_6-Verify that faq order field does not take any other input than integer,400,Bad Request,Create_FAQs 5-1,text,true,JSON payloads match and regular expressions match,348,377,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,198,0,0
1688364180171,201,Create_Faqs-TC_AM_B_7-Verify that Category field does not accept any other input than mobile / web,400,Bad Request,Create_FAQs 5-1,text,false,Value of key 'message' in the first JSON payload which is 'Please enter a valid category (web or mobile)' does not match the regular expression in the second JSON payload which is 'Please enter a valid category (web or mobile)',354,374,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,201,0,0
1688364180378,198,Create_Faqs-TC_AM_B_8-Verify that API response is negative if question field is set to null,400,Bad Request,Create_FAQs 5-1,text,true,JSON payloads match and regular expressions match,338,355,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,198,0,0
1688364180581,200,Create_Faqs-TC_AM_B_9-Verify that API response is negative if answer field is set to null,400,Bad Request,Create_FAQs 5-1,text,true,JSON payloads match and regular expressions match,336,356,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,200,0,0
1688364180785,200,Create_Faqs-TC_AM_B_10-Verify that API response is negative if faq order field is set to null,400,Bad Request,Create_FAQs 5-1,text,true,JSON payloads match and regular expressions match,348,376,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,200,0,0
1688364180990,200,Create_Faqs-TC_AM_B_11-Verify that API response is negative if category field is set to null,400,Bad Request,Create_FAQs 5-1,text,false,Value of key 'message' in the first JSON payload which is 'Please enter a valid category (web or mobile)' does not match the regular expression in the second JSON payload which is 'Please enter a valid category (web or mobile)',354,371,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,200,0,0
1688364181195,200,Create_Faqs-TC_AM_B_12-Verify that API response is negative if question field is missing,400,Bad Request,Create_FAQs 5-1,text,true,JSON payloads match and regular expressions match,332,339,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,200,0,0
1688364181400,720,Create_Faqs-TC_AM_B_13-Verify that API response is negative if answer field is missing,400,Bad Request,Create_FAQs 5-1,text,true,JSON payloads match and regular expressions match,331,342,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,720,0,0
1688364182125,116,Create_Faqs-TC_AM_B_14-Verify that API response is negative if faq order field is missing,400,Bad Request,Create_FAQs 5-1,text,true,JSON payloads match and regular expressions match,331,358,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,116,0,0
1688364182243,175,Create_Faqs-TC_AM_B_15-Verify that API response is negative if category field is missing,400,Bad Request,Create_FAQs 5-1,text,true,JSON payloads match and regular expressions match,332,354,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,175,0,0
1688364182445,321,Get_all_Faqs-TC_AM_B_16-Verify that API response is Successful if all headers and payload is accurate and as per requirement,200,OK,Get_all_faqs 6-1,text,true,,2195,258,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs?category=mobile,321,0,178
1688364182768,142,"Get_all_Faqs-TC_AM_B_17-Verify that api is not executed successfully , when inavild accept type is present",406,Not Acceptable,Get_all_faqs 6-1,,true,,228,253,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs?category=web,142,0,0
1688364182911,120,"Get_all_Faqs-TC_AM_B_18-Verify that api response is according to req. after passing unregistered
tenant name as header",404,Not Found,Get_all_faqs 6-1,text,true,,372,252,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs?category=mobile,120,0,0
1688364183033,119,"Get_all_Faqs-TC_AM_B_19-Verify that api response is according to req. 
with missing tenant header",404,Not Found,Get_all_faqs 6-1,text,true,,362,239,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs?category=web,119,0,0
1688364183153,187,Get_all_Faqs-TC_AM_B_20-Verify that API reponse is negative for invalid category param,404,Not Found,Get_all_faqs 6-1,text,true,,338,255,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs?category=ios,187,0,0
1688364183339,205,Get_all_Faqs-TC_AM_B_21-Verify that API reponse is negative for Missing category param,404,Not Found,Get_all_faqs 6-1,text,true,,338,252,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs?category=,205,0,0
1688364183550,278,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,278,0,105
1688364183829,227,Update_faq_by_ID-TC_AM_B_22-Verify that FAQ is updated succesfully when faq order data is changed,200,OK,Update_faq_by_Id 7-1,text,true,JSON payloads match and regular expressions match,335,395,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1822?category=web,227,0,0
1688364184102,120,Get_faq,200,OK,Update_faq_by_Id 7-1,text,true,,478,260,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1822?category=web,120,0,0
1688364184223,157,Delete_faq,200,OK,Update_faq_by_Id 7-1,text,true,,326,295,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1822?category=web,157,0,0
1688364184380,188,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,188,0,0
1688364184569,204,Update_faq_by_ID-TC_AM_B_23-Verify that FAQ is updated succesfully when question data is changed,200,OK,Update_faq_by_Id 7-1,text,true,JSON payloads match and regular expressions match,335,402,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1823?category=web,204,0,0
1688364184778,134,Get_faq,200,OK,Update_faq_by_Id 7-1,text,true,,485,260,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1823?category=web,134,0,0
1688364184912,271,Delete_faq,200,OK,Update_faq_by_Id 7-1,text,true,,326,295,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1823?category=web,271,0,0
1688364185184,203,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,203,0,0
1688364185388,182,Update_faq_by_ID-TC_AM_B_24-Verify that FAQ is updated succesfully when answer data is changed,200,OK,Update_faq_by_Id 7-1,text,true,JSON payloads match and regular expressions match,335,424,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1824?category=web,182,0,0
1688364185573,117,Get_faq,200,OK,Update_faq_by_Id 7-1,text,true,,507,260,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1824?category=web,117,0,0
1688364185690,209,Delete_faq,200,OK,Update_faq_by_Id 7-1,text,true,,326,295,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1824?category=web,209,0,0
1688364185900,181,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,181,0,0
1688364186081,228,Update_faq_by_ID-TC_AM_B_25-Verify that FAQ is updated succesfully when category data is changed,200,OK,Update_faq_by_Id 7-1,text,true,JSON payloads match and regular expressions match,335,395,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1825?category=web,228,0,0
1688364186314,200,Get_faq,200,OK,Update_faq_by_Id 7-1,text,true,,478,260,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1825?category=web,200,0,0
1688364186514,204,Delete_faq,200,OK,Update_faq_by_Id 7-1,text,true,,326,295,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1825?category=web,204,0,0
1688364186719,189,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,189,0,0
1688364186909,219,"Update_faq_by_ID-TC_AM_B_26-Verify that api is not executed successfully , when inavild accept type is present",406,Not Acceptable,Update_faq_by_Id 7-1,,true,JSON payloads match and regular expressions match,228,393,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1826?category=web,219,0,0
1688364187132,202,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,542,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,202,0,0
1688364187334,203,"Update_faq_by_ID-TC_AM_B_27-Verify that api is not executed successfully , when invalid/wrong
content type header is there OR content header not present",415,Unsupported Media Type,Update_faq_by_Id 7-1,,true,JSON payloads match and regular expressions match,281,393,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1827?category=web,203,0,0
1688364187542,201,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,201,0,0
1688364187743,204,"Update_faq_by_ID-TC_AM_B_28-Verify that api response is according to req. after passing unregistered
tenant name as header",404,Not Found,Update_faq_by_Id 7-1,text,true,JSON payloads match and regular expressions match,372,389,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1828?category=web,204,0,0
1688364187952,207,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,207,0,0
1688364188160,130,"Update_faq_by_ID-TC_AM_B_29-Verify that api response is according to req. 
with missing tenant header",404,Not Found,Update_faq_by_Id 7-1,text,true,JSON payloads match and regular expressions match,362,379,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1829?category=web,130,0,0
1688364188295,194,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,193,0,0
1688364188489,176,Update_faq_by_ID-TC_AM_B_30-Verify that faq order field does not take any other input than integer,400,Bad Request,Update_faq_by_Id 7-1,text,true,JSON payloads match and regular expressions match,348,397,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1830?category=web,176,0,0
1688364188669,201,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,201,0,0
1688364188871,150,Update_faq_by_ID-TC_AM_B_31-Verify that Category field does not accept any other input that mobile / web,400,Bad Request,Update_faq_by_Id 7-1,text,false,Value of key 'message' in the first JSON payload which is 'Please enter a valid category (web or mobile)' does not match the regular expression in the second JSON payload which is 'Please enter a valid category (web or mobile)',354,395,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1831?category=web,150,0,0
1688364189026,181,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,181,0,0
1688364189207,128,Update_faq_by_ID-TC_AM_B_32-Verify that API response is negative if question field is set to null,400,Bad Request,Update_faq_by_Id 7-1,text,true,JSON payloads match and regular expressions match,338,375,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1832?category=web,128,0,0
1688364189340,246,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,246,0,0
1688364189586,118,Update_faq_by_ID-TC_AM_B_33-Verify that API response is negative if answer field is set to null,400,Bad Request,Update_faq_by_Id 7-1,text,true,JSON payloads match and regular expressions match,336,374,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1833?category=web,118,0,0
1688364189706,262,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,262,0,0
1688364189969,232,Update_faq_by_ID-TC_AM_B_34-Verify that API response is negative if faq order field is set to null,400,Bad Request,Update_faq_by_Id 7-1,text,true,JSON payloads match and regular expressions match,348,396,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1834?category=web,232,0,0
1688364190206,200,Create_faq,200,OK,Update_faq_by_Id 7-1,text,true,,543,386,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs,200,0,0
1688364190406,203,Update_faq_by_ID-TC_AM_B_35-Verify that API response is negative if category field is set to null,400,Bad Request,Update_faq_by_Id 7-1,text,false,Value of key 'message' in the first JSON payload which is 'Please enter a valid category (web or mobile)' does not match the regular expression in the second JSON payload which is 'Please enter a valid category (web or mobile)',354,392,1,1,http://app-management.impressicocrm.com:32295/am/api/v1/faqs/1835?category=web,203,0,0
